568,Solo (1996),Action|Sci-Fi|Thriller
569,"Substitute, The (1996)",Action|Crime|Drama
570,True Crime (1996),Mystery|Thriller
571,Feeling Minnesota (1996),Drama|Romance
572,Delta of Venus (1995),Drama
573,Angus (1995),Comedy
574,Boys (1996),Drama
575,"Quest, The (1996)",Action|Adventure
576,Sunset Park (1996),Drama
577,Mulholland Falls (1996),Crime|Drama|Thriller
578,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
579,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
580,Celtic Pride (1996),Comedy
581,Flipper (1996),Adventure|Children
582,Dead Man (1995),Drama|Mystery|Western
583,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
584,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
585,Multiplicity (1996),Comedy
586,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
587,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
588,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
589,"Great White Hype, The (1996)",Comedy
590,Last Dance (1996),Drama
591,Cold Comfort Farm (1995),Comedy
592,Heaven's Prisoners (1996),Crime|Thriller
593,"Rock, The (1996)",Action|Adventure|Thriller
594,Cemetery Man (Dellamorte Dellamore) (1994),Horror
595,Twister (1996),Action|Adventure|Romance|Thriller
596,Barb Wire (1996),Action|Sci-Fi
597,Ghost in the Shell (K么kaku kid么tai) (1995),Animation|Sci-Fi
598,Thinner (1996),Horror|Thriller
599,Spy Hard (1996),Comedy
600,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
601,"Stupids, The (1996)",Comedy
602,"Arrival, The (1996)",Action|Sci-Fi|Thriller
603,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
604,Ashes of Time (Dung che sai duk) (1994),Drama
605,Maya Lin: A Strong Clear Vision (1994),Documentary
606,Stalingrad (1993),Drama|War
607,"Phantom, The (1996)",Action|Adventure
608,Striptease (1996),Comedy|Crime
609,Heavy (1995),Drama|Romance
610,Jack (1996),Comedy|Drama
611,I Shot Andy Warhol (1996),Drama
612,Touki Bouki (1973),Drama
613,Spirits of the Dead (1968),Horror|Mystery
614,Trainspotting (1996),Comedy|Crime|Drama
615,'Til There Was You (1997),Drama|Romance
616,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
617,Stealing Beauty (1996),Drama
618,"Fan, The (1996)",Drama|Thriller
619,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
620,"Cable Guy, The (1996)",Comedy|Thriller
621,Kingpin (1996),Comedy
622,Eraser (1996),Action|Drama|Thriller
623,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
624,"Unforgettable Summer, An (Un 茅t茅 inoubliable) (1994)",Drama
625,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
626,Somebody to Love (1994),Drama
627,Daylight (1996),Action|Adventure|Drama|Thriller
628,"Frighteners, The (1996)",Comedy|Horror|Thriller
629,Lone Star (1996),Drama|Mystery|Western
630,Harriet the Spy (1996),Children|Comedy
631,Phenomenon (1996),Drama|Romance
632,Walking and Talking (1996),Comedy|Drama|Romance
633,She's the One (1996),Comedy|Romance
634,"Time to Kill, A (1996)",Drama|Thriller
635,American Buffalo (1996),Crime|Drama
636,Alaska (1996),Adventure|Children
637,Fled (1996),Action|Adventure
638,Kazaam (1996),Children|Comedy|Fantasy
639,Larger Than Life (1996),Comedy
640,"Very Brady Sequel, A (1996)",Comedy
641,"Collector, The (La collectionneuse) (1967)",Drama
642,Kaspar Hauser (1993),Drama|Mystery
643,"Adventures of Pinocchio, The (1996)",Adventure|Children
644,Joe's Apartment (1996),Comedy|Fantasy|Musical
645,"First Wives Club, The (1996)",Comedy
646,Ransom (1996),Crime|Thriller
647,High School High (1996),Comedy
648,Foxfire (1996),Drama
649,Chain Reaction (1996),Action|Adventure|Thriller
650,Matilda (1996),Children|Comedy|Fantasy
651,Emma (1996),Comedy|Drama|Romance
652,"Crow: City of Angels, The (1996)",Action|Thriller
653,House Arrest (1996),Children|Comedy
654,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
655,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
656,"Spitfire Grill, The (1996)",Drama
657,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
658,Basquiat (1996),Drama
659,Tin Cup (1996),Comedy|Drama|Romance
660,"Godfather, The (1972)",Crime|Drama
661,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
662,Bound (1996),Crime|Drama|Romance|Thriller
663,Carpool (1996),Comedy|Crime
664,Kansas City (1996),Crime|Drama|Musical|Thriller
665,Gone Fishin' (1997),Comedy
666,Nothing to Lose (1994),Action|Crime|Drama
667,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
668,"Relic, The (1997)",Horror|Thriller
669,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
670,First Kid (1996),Children|Comedy
671,"Trigger Effect, The (1996)",Drama|Thriller
672,Bogus (1996),Children|Drama|Fantasy
673,Bulletproof (1996),Action|Comedy|Crime
674,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
675,1-900 (06) (1994),Drama|Romance
676,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
677,Twelfth Night (1996),Comedy|Drama|Romance
678,Mother Night (1996),Drama
679,Wild Reeds (Les roseaux sauvages) (1994),Drama
680,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
681,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
682,Singin' in the Rain (1952),Comedy|Musical|Romance
683,"American in Paris, An (1951)",Musical|Romance
684,Funny Face (1957),Comedy|Musical
685,Breakfast at Tiffany's (1961),Drama|Romance
686,Vertigo (1958),Drama|Mystery|Romance|Thriller
687,Rear Window (1954),Mystery|Thriller
688,It Happened One Night (1934),Comedy|Romance
689,Gaslight (1944),Drama|Thriller
690,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
691,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
692,"Apartment, The (1960)",Comedy|Drama|Romance
693,Some Like It Hot (1959),Comedy|Crime
694,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
695,Casablanca (1942),Drama|Romance
696,"Maltese Falcon, The (1941)",Film-Noir|Mystery
697,My Fair Lady (1964),Comedy|Drama|Musical|Romance
698,Sabrina (1954),Comedy|Romance
699,Roman Holiday (1953),Comedy|Drama|Romance
700,"Little Princess, The (1939)",Children|Drama
701,Meet Me in St. Louis (1944),Musical
702,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
703,Gone with the Wind (1939),Drama|Romance|War
704,My Favorite Year (1982),Comedy
705,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
706,Citizen Kane (1941),Drama|Mystery
707,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
708,All About Eve (1950),Drama
709,"Women, The (1939)",Comedy
710,Rebecca (1940),Drama|Mystery|Romance|Thriller
711,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
712,Notorious (1946),Film-Noir|Romance|Thriller
713,Spellbound (1945),Mystery|Romance|Thriller
714,"Affair to Remember, An (1957)",Drama|Romance
715,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
716,Father of the Bride (1950),Comedy
717,"Band Wagon, The (1953)",Comedy|Musical
718,Ninotchka (1939),Comedy|Romance
719,Love in the Afternoon (1957),Comedy|Romance
720,Gigi (1958),Musical
721,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
722,"Mark of Zorro, The (1940)",Adventure
723,Laura (1944),Crime|Film-Noir|Mystery
724,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
725,Lost Horizon (1937),Drama
726,Top Hat (1935),Comedy|Musical|Romance
727,To Be or Not to Be (1942),Comedy|Drama|War
728,My Man Godfrey (1936),Comedy|Romance
729,Giant (1956),Drama|Romance|Western
730,East of Eden (1955),Drama
731,"Thin Man, The (1934)",Comedy|Crime
732,His Girl Friday (1940),Comedy|Romance
733,Around the World in 80 Days (1956),Adventure|Comedy
734,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
735,Mr. Smith Goes to Washington (1939),Drama
736,Bringing Up Baby (1938),Comedy|Romance
737,Penny Serenade (1941),Drama|Romance
738,Of Human Bondage (1934),Drama
739,Little Lord Fauntleroy (1936),Drama
740,"Inspector General, The (1949)",Musical
741,"39 Steps, The (1935)",Drama|Mystery|Thriller
742,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
743,"African Queen, The (1951)",Adventure|Comedy|Romance|War
744,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance
745,Cat on a Hot Tin Roof (1958),Drama
746,Meet John Doe (1941),Comedy|Drama
747,"Farewell to Arms, A (1932)",Romance|War
748,Nothing Personal (1995),Drama|War
749,Dangerous Ground (1997),Drama
750,Picnic (1955),Drama
751,"Pompatus of Love, The (1996)",Comedy|Drama
752,Fly Away Home (1996),Adventure|Children
753,Bliss (1997),Drama|Romance
754,Grace of My Heart (1996),Comedy|Drama
755,Maximum Risk (1996),Action|Adventure|Thriller
756,Michael Collins (1996),Drama
757,Infinity (1996),Drama
758,Big Night (1996),Comedy|Drama
759,Last Man Standing (1996),Action|Crime|Drama|Thriller
760,Set It Off (1996),Action|Crime
761,2 Days in the Valley (1996),Crime|Film-Noir
762,Extreme Measures (1996),Drama|Thriller
763,"Glimmer Man, The (1996)",Action|Thriller
764,D3: The Mighty Ducks (1996),Children|Comedy
765,"Chamber, The (1996)",Drama
766,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
767,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western
768,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
769,"Love Bug, The (1969)",Children|Comedy
770,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance
771,Old Yeller (1957),Children|Drama
772,"Parent Trap, The (1961)",Children|Comedy|Romance
773,Pollyanna (1960),Children|Comedy|Drama
774,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
775,"Shaggy Dog, The (1959)",Children|Comedy
776,Swiss Family Robinson (1960),Adventure|Children
777,That Darn Cat! (1965),Children|Comedy|Mystery
778,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
779,Cool Runnings (1993),Comedy
780,Angels in the Outfield (1994),Children|Comedy
781,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
782,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
783,"Three Caballeros, The (1945)",Animation|Children|Musical
784,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
785,Robin Hood: Prince of Thieves (1991),Adventure|Drama
786,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
787,Dumbo (1941),Animation|Children|Drama|Musical
788,Pete's Dragon (1977),Adventure|Animation|Children|Musical
789,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
790,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
791,"Fox and the Hound, The (1981)",Animation|Children|Drama
792,Freeway (1996),Comedy|Crime|Drama|Thriller
793,"Sound of Music, The (1965)",Musical|Romance
794,Die Hard (1988),Action|Crime|Thriller
795,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
796,"Secret Agent, The (1996)",Drama
797,Secrets & Lies (1996),Drama
798,That Thing You Do! (1996),Comedy|Drama
799,To Gillian on Her 37th Birthday (1996),Drama|Romance
800,Beautiful Thing (1996),Drama|Romance
801,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
802,"Ghost and the Darkness, The (1996)",Action|Adventure
803,Looking for Richard (1996),Documentary|Drama
804,Trees Lounge (1996),Drama
805,Normal Life (1996),Crime|Drama|Romance
806,Get on the Bus (1996),Drama
807,Shadow Conspiracy (1997),Thriller
808,Jude (1996),Drama
809,Everyone Says I Love You (1996),Comedy|Musical|Romance
810,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
811,Swingers (1996),Comedy|Drama
812,Sleepers (1996),Thriller
813,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
814,Shall We Dance (1937),Comedy|Musical|Romance
815,Crossfire (1947),Crime|Film-Noir
816,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
817,"Innocents, The (1961)",Drama|Horror|Thriller
818,Sleeper (1973),Comedy|Sci-Fi
819,Bananas (1971),Comedy|War
820,"Fish Called Wanda, A (1988)",Comedy|Crime
821,Monty Python's Life of Brian (1979),Comedy
822,Victor/Victoria (1982),Comedy|Musical|Romance
823,"Candidate, The (1972)",Drama
824,"Great Race, The (1965)",Comedy|Musical
825,Bonnie and Clyde (1967),Crime|Drama
826,"Old Man and the Sea, The (1958)",Adventure|Drama
827,Dial M for Murder (1954),Crime|Mystery|Thriller
828,Dirty Dancing (1987),Drama|Musical|Romance
829,Reservoir Dogs (1992),Crime|Mystery|Thriller
830,Platoon (1986),Drama|War
831,Weekend at Bernie's (1989),Comedy
832,Basic Instinct (1992),Crime|Mystery|Thriller
833,"Doors, The (1991)",Drama
834,"Crying Game, The (1992)",Drama|Romance|Thriller
835,Glengarry Glen Ross (1992),Drama
836,Sophie's Choice (1982),Drama
837,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
838,"Christmas Carol, A (1938)",Children|Drama|Fantasy
839,Days of Thunder (1990),Action|Drama|Romance
840,Top Gun (1986),Action|Romance
841,Rebel Without a Cause (1955),Drama
842,"Streetcar Named Desire, A (1951)",Drama
843,Children of the Corn IV: The Gathering (1996),Horror
844,Loser (1991),Comedy
845,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
846,Palookaville (1996),Action|Comedy|Drama
847,"Funeral, The (1996)",Crime|Drama
848,"Single Girl, A (Fille seule, La) (1995)",Drama
849,"Eighth Day, The (Huiti猫me jour, Le) (1996)",Drama
850,Drunks (1995),Drama
851,"People vs. Larry Flynt, The (1996)",Comedy|Drama
852,Glory Daze (1995),Drama
853,"Perfect Candidate, A (1996)",Documentary
854,On Golden Pond (1981),Drama
855,"Return of the Pink Panther, The (1975)",Comedy|Crime
856,Drop Dead Fred (1991),Comedy|Fantasy
857,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
858,"Fog, The (1980)",Horror
859,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
860,"Howling, The (1980)",Horror|Mystery
861,Jean de Florette (1986),Drama|Mystery
862,Manon of the Spring (Manon des sources) (1986),Drama
863,Private Benjamin (1980),Comedy
864,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
865,Hustler White (1996),Romance
866,Entertaining Angels: The Dorothy Day Story (1996),Drama
867,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
868,When We Were Kings (1996),Documentary
869,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
870,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
871,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy
872,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama
873,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
874,"Ruling Class, The (1972)",Comedy|Drama
875,Mina Tannenbaum (1994),Drama
876,Dear God (1996),Comedy
877,Best of the Best 3: No Turning Back (1995),Action
878,Bob Roberts (1992),Comedy
879,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
880,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
881,Delicatessen (1991),Comedy|Drama|Romance
882,"Double Life of Veronique, The (Double Vie de V茅ronique, La) (1991)",Drama|Fantasy|Romance
883,Enchanted April (1992),Drama|Romance
884,Paths of Glory (1957),Drama|War
885,"Grifters, The (1990)",Crime|Drama|Film-Noir
886,Hear My Song (1991),Comedy
887,"English Patient, The (1996)",Drama|Romance|War
888,Mediterraneo (1991),Comedy|Drama
889,My Left Foot (1989),Drama
890,"Sex, Lies, and Videotape (1989)",Drama
891,Passion Fish (1992),Drama
892,Strictly Ballroom (1992),Comedy|Romance
893,"Thin Blue Line, The (1988)",Documentary
894,Tie Me Up! Tie Me Down! (隆脕tame!) (1990),Crime|Drama|Romance
895,Madonna: Truth or Dare (1991),Documentary|Musical
896,Paris Is Burning (1990),Documentary
897,One Flew Over the Cuckoo's Nest (1975),Drama
898,Cheech and Chong's Up in Smoke (1978),Comedy
899,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
900,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
901,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
902,Brazil (1985),Fantasy|Sci-Fi
903,Aliens (1986),Action|Adventure|Horror|Sci-Fi
904,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
905,Withnail & I (1987),Comedy
906,12 Angry Men (1957),Drama
907,Lawrence of Arabia (1962),Adventure|Drama|War
908,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
909,To Kill a Mockingbird (1962),Drama
910,Apocalypse Now (1979),Action|Drama|War
911,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
912,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
913,"Wings of Desire (Himmel 眉ber Berlin, Der) (1987)",Drama|Fantasy|Romance
914,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
915,Goodfellas (1990),Crime|Drama
916,Alien (1979),Horror|Sci-Fi
917,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
918,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
919,Ran (1985),Drama|War
920,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
921,Psycho (1960),Crime|Horror
922,"Blues Brothers, The (1980)",Action|Comedy|Musical
923,"Godfather: Part II, The (1974)",Crime|Drama
924,Full Metal Jacket (1987),Drama|War
925,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
926,Henry V (1989),Action|Drama|Romance|War
927,Amadeus (1984),Drama
928,"Quiet Man, The (1952)",Drama|Romance
929,Once Upon a Time in America (1984),Crime|Drama
930,Raging Bull (1980),Drama
931,Annie Hall (1977),Comedy|Romance
932,"Right Stuff, The (1983)",Drama
933,Stalker (1979),Drama|Mystery|Sci-Fi
934,"Boot, Das (Boat, The) (1981)",Action|Drama|War
935,"Sting, The (1973)",Comedy|Crime
936,Harold and Maude (1971),Comedy|Drama|Romance
937,Trust (1990),Comedy|Drama|Romance
938,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
939,Local Hero (1983),Comedy
940,"Terminator, The (1984)",Action|Sci-Fi|Thriller
941,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
942,Glory (1989),Drama|War
943,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
944,Manhattan (1979),Comedy|Drama|Romance
945,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
